tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-10-13 15:01:14,sebelum,jokowi khawatir purna tugas pesimis sepuluh tahun janji manis warisan,negatif,37,13,zahra1990
2024-10-13 15:02:12,sebelum,gagah doa gladi bersih senayan optimis,positif,3,3,tono740
2024-10-13 15:13:02,sebelum,wibawa transisi sepuluh tahun doa amanah masa jabatan dukung,positif,3,1,wahyu20242456
2024-10-13 15:14:41,sebelum,rakyat sejahtera kesiapan gagah apresiasi bangga geladi gladi bersih,positif,48,12,dewi1990
2024-10-13 15:23:07,sebelum,oligarki asal bapak senang janji manis bohong muak sindir elit batas usia protes kemunduran demokrasi,negatif,15,5,budi884513
2024-10-13 15:49:48,sebelum,protes tidak becus dinasti politik muak buang buang uang tolak putusan cawe cawe asal bapak senang,negatif,47,7,gilangku683
2024-10-13 15:53:04,sebelum,berlangsung rekayasa lalu lintas pendahulu kesiapan menurut periode siaran langsung jadwal acara hadir,netral,23,7,larasku
2024-10-13 16:11:28,sebelum,masa jabatan rekayasa lalu lintas agenda siaran langsung tercatat periode persiapan dilantik,netral,2,2,budi_rl3287
2024-10-13 16:12:15,sebelum,pendahulu jokowi pamit kecewa kritik omong kosong sepuluh tahun susah seratus hari janji manis protes,negatif,83,13,tono_jkt5517
2024-10-13 16:14:18,sebelum,tamu negara kabinet merah putih jatah partai kabinet gemuk doa kursi kekuasaan damai patut ditiru,positif,5,1,umar776110
2024-10-13 16:18:36,sebelum,warisan pamit hadir keterangan pendahulu berlangsung data senayan susunan acara purna tugas,netral,27,7,harianupdate
2024-10-13 16:19:14,sebelum,haru lancar gladi bersih beban fiskal patut ditiru pasukan pengamanan percaya bangga mpr panitia wibawa,positif,4,1,kiranaxyz
2024-10-13 16:23:06,sebelum,indonesia emas megah kerja nyata ragu sejarah baru jokowi wibawa pamit,positif,12,2,hesti_rl
2024-10-13 16:38:44,sebelum,mpr konferensi pers tercatat rekayasa lalu lintas gladi bersih menyampaikan,netral,1,2,arif4240
2024-10-13 16:40:40,sebelum,bangga putusan dukung damai etika politik optimis harap batas usia sukses cawe cawe,positif,20,5,oki6701
2024-10-13 16:41:18,sebelum,sukses bersatu gagah sidang paripurna lancar hormat harap protokol mpr undangan berani,positif,46,7,lukman_jkt
2024-10-13 16:50:37,sebelum,pamit akhir jabatan resmi menurut hadir tercatat laporan periode dilantik,netral,41,9,dimas928
2024-10-13 16:53:12,sebelum,warisan postur kabinet menurut solo purna tugas dijadwalkan hadir akhir jabatan,netral,46,14,oki8821
2024-10-13 16:56:09,sebelum,gagal janji manis pesimis asal bapak senang khawatir pamit ragu protes buang buang uang purna tugas solo,negatif,136,34,fitri881507
2024-10-13 16:56:22,sebelum,mantap sidang paripurna sejarah baru undangan sukses kerja nyata tegas pasukan pengamanan legowo makan bergizi gratis,positif,3,1,lukman568
2024-10-13 16:56:23,sebelum,gagal makan bergizi gratis dilantik elit mahal swasembada pangan boros asal bapak senang,negatif,10,4,tono1833
2024-10-13 17:12:08,sebelum,khawatir ragu elit mahkamah konstitusi kecewa gagal kemunduran demokrasi sindir sumpah jabatan cawe cawe basi batas usia muak,negatif,18,6,putrixyz2752
2024-10-13 17:13:00,sebelum,damai sejarah baru dukung pengamanan haru selamat gagah persiapan,positif,22,6,zahra2024
2024-10-13 17:23:44,sebelum,muak batas usia tolak putusan tidak becus omong kosong korupsi kecewa berat prosesi janji manis,negatif,54,15,indra_id3651
2024-10-13 17:24:52,sebelum,rupiah pemborosan investasi patut ditiru salut berani,positif,15,3,ekonesia7303
2024-10-13 17:32:27,sebelum,kecewa berat pendahulu warisan kecewa pamit buang buang uang mahal ragu purna tugas kritik tidak becus,negatif,16,5,hesti_rl
2024-10-13 17:32:34,sebelum,gagal mahal sindir susah protokol omong kosong mpr pasukan pengamanan bohong janji manis,negatif,42,10,bagasku
2024-10-13 17:35:34,sebelum,harga pangan legowo solid optimis doa semangat tegas kesiapan pasukan pengamanan agenda sukses patut ditiru,positif,5,3,dewi7539
2024-10-13 17:39:04,sebelum,hormat selamat pasukan pengamanan salut jadwal acara rekayasa lalu lintas harap diplomatik,positif,58,13,mayaputra8102
2024-10-13 17:43:38,sebelum,tolak ragu putusan buang buang uang mahkamah konstitusi sindir kecewa dinasti politik kesiapan janji manis etika politik kecewa berat,negatif,193,66,dimas_real9273
2024-10-13 17:44:23,sebelum,ragu akhir jabatan solo korupsi purna tugas asal bapak senang muak pesimis mahal,negatif,18,8,vina_jkt
2024-10-13 17:50:18,sebelum,berani undangan dukung agenda selamat sidang paripurna rekayasa lalu lintas jadwal acara gagah lancar,positif,11,4,jokoku
2024-10-13 17:56:29,sebelum,pasukan pengamanan buang buang uang senayan bohong rute geladi omong kosong mahal asal bapak senang muak korupsi,negatif,190,58,andiputra
2024-10-13 18:18:01,sebelum,megah jokowi doa pamit kerja nyata pendahulu,positif,4,1,fitrinesia107
2024-10-13 18:18:10,sebelum,asal bapak senang kritik protes rakyat susah khawatir cawe cawe boros putusan korupsi,negatif,664,183,redaksinow
2024-10-13 18:18:23,sebelum,janji manis jatah partai gagal ragu titipan partai basi pakaian adat susunan menteri,negatif,185,42,nisa_ind
2024-10-13 18:22:31,sebelum,korupsi dinasti politik mahkamah konstitusi tidak becus nepotisme kritik boros ragu demokrasi susah janji manis,negatif,20,8,yudanesia8837
2024-10-13 18:24:45,sebelum,harap gagah bersatu senayan rute rekayasa lalu lintas persiapan bangga solid damai amanah,positif,6,2,bagas_ind3424
2024-10-13 18:26:11,sebelum,keterangan dokumentasi oligarki susunan acara hadir nepotisme,netral,8,2,tari2024
2024-10-13 18:26:17,sebelum,janji manis kecewa putusan susah tidak becus demokrasi omong kosong gagal,negatif,57,15,wahyu243317
2024-10-13 18:31:12,sebelum,hormat selamat lancar kesiapan amanah panitia wibawa senayan percaya solid,positif,48,11,andi8591
2024-10-13 18:31:50,sebelum,damai muak sindir persiapan bohong mpr buang buang uang gagal,negatif,16,4,kirana_jkt
2024-10-13 18:36:44,sebelum,pencitraan khawatir sindir ragu sepuluh tahun jokowi tolak omong kosong,negatif,93,15,nanda24
2024-10-13 18:43:29,sebelum,data hadir periode laporan disiarkan agenda pasukan pengamanan resmi menyampaikan protokol,netral,5,1,wahyuputra7579
2024-10-13 18:47:34,sebelum,susunan acara data sidang paripurna protokol dokumentasi disiarkan rangkaian konferensi pers keterangan jadwal acara menyampaikan,netral,26,8,lensanow
2024-10-13 18:48:55,sebelum,mahal korupsi transisi tolak kecewa berat sepuluh tahun janji manis estafet kepemimpinan ragu bohong omong kosong,negatif,84,15,kabarid
2024-10-13 18:52:56,sebelum,kritik mahal rakyat susah tidak becus sepuluh tahun jokowi pamit tolak basi gagal solo,negatif,53,15,bagas19904779
2024-10-13 19:00:02,sebelum,muak gagal putusan asal bapak senang etika politik kemunduran demokrasi haru oligarki buang buang uang,negatif,19,5,budi884513
2024-10-13 19:04:18,sebelum,menteri asal bapak senang koalisi kursi kekuasaan omong kosong postur kabinet pesimis boros korupsi protes,negatif,23,7,tari775639
2024-10-13 19:09:00,sebelum,protokol kenegaraan semangat sukses rekayasa lalu lintas wibawa sidang paripurna legowo,positif,5,2,dewi887128
2024-10-13 19:10:26,sebelum,kedaulatan energi periode pendidikan gratis realisasi program agenda resmi janji manis siaran langsung rangkaian susunan acara laporan program unggulan hadir,netral,11,2,andi483
2024-10-13 19:19:47,sebelum,batas usia tidak becus mahal korupsi tolak kecewa berat nepotisme gagal salut ragu kritik,negatif,12,4,joko4555
2024-10-13 19:23:19,sebelum,efisiensi anggaran investasi amanah rupiah kerja nyata wibawa mantap biaya negara berani,positif,28,3,bayu_id
2024-10-13 19:28:06,sebelum,amanah semangat megah gladi bersih optimis legowo pengamanan,positif,7,1,dewi887128
2024-10-13 19:29:16,sebelum,pencitraan bagi bagi kursi sindir gagal susunan menteri jadwal acara kabinet merah putih muak kursi kekuasaan,negatif,6,4,putriku
2024-10-13 19:32:25,sebelum,kerja nyata warisan diplomatik optimis lancar semangat gagah purna tugas tegas estafet kepemimpinan megah mantap,positif,1000,149,suaraterkini
2024-10-13 19:33:28,sebelum,cawe cawe rekayasa lalu lintas menurut rute kerja nyata tegas berani pengamanan sidang paripurna sejarah baru amanah,positif,10,1,rakanesia6930
2024-10-13 19:37:09,sebelum,defisit mahal daya beli pajak asal bapak senang pemborosan gagal,negatif,73,12,ayu_ind4651
2024-10-13 19:39:11,sebelum,gladi bersih megah rute bersatu wibawa apresiasi gagah salut bangga protokol,positif,1,1,yudanesia8837
2024-10-13 19:43:39,sebelum,kecewa berat hilirisasi pendidikan gratis protes layanan kesehatan rakyat susah tolak postur kabinet janji kampanye basi,negatif,49,18,nisa_ind
2024-10-13 19:49:11,sebelum,periode senayan protokol tercatat dijadwalkan menyampaikan berlangsung masa jabatan rangkaian,netral,3,1,bagasputra6401
2024-10-13 19:50:33,sebelum,daya beli harap utang negara hormat solid megah subsidi,positif,2,3,nisaku
2024-10-13 19:50:37,sebelum,tegas megah indonesia emas geladi rute wibawa optimis kerja nyata persiapan,positif,2,3,rizkyputra983
2024-10-13 19:50:50,sebelum,titipan partai hadir rakyat sejahtera sidang paripurna bersatu semangat protokol salut,positif,78,23,wahyuxyz3724
2024-10-13 19:52:29,sebelum,harap lancar panitia rute semangat,positif,1,0,sari241885
2024-10-13 19:53:14,sebelum,serah terima sukses undangan asing tamu negara protokol kenegaraan semangat bilateral doa harap patut ditiru,positif,1,2,yudawati
2024-10-13 19:57:51,sebelum,akhir jabatan sepuluh tahun warisan doa apresiasi bangga optimis,positif,4,1,raka_jkt
2024-10-13 20:00:17,sebelum,dijadwalkan protokol daya beli laporan periode rute,netral,6,1,kiranaputra9386
2024-10-13 20:08:14,sebelum,dinasti politik gagal pesimis khawatir mahkamah konstitusi kecewa berat etika politik kecewa omong kosong basi oligarki,negatif,27,9,intan_ind4465
2024-10-13 20:10:57,sebelum,gagah bersatu koalisi tegas kursi kekuasaan sejarah baru dukung susunan menteri doa postur kabinet,positif,6,2,medianow
2024-10-13 20:11:24,sebelum,tidak becus janji manis susah protokol kenegaraan undangan mpr,negatif,120,45,sinta9572
2024-10-13 20:13:17,sebelum,pamit sepuluh tahun hadir solo keterangan susunan acara laporan estafet kepemimpinan,netral,2,3,citra2024
2024-10-13 20:13:34,sebelum,kesiapan khawatir persiapan omong kosong korupsi senayan gladi bersih kecewa,negatif,56,14,tari8880
2024-10-13 20:14:30,sebelum,geladi rakyat sejahtera wibawa mantap bersatu solid semangat protokol kerja nyata mpr bangga senayan istana merdeka,positif,7,1,galih
2024-10-13 20:15:13,sebelum,doa optimis amanah legowo indonesia emas megah prabowogibran istana merdeka wibawa kerja nyata,positif,54,17,gilang1990
2024-10-13 20:25:34,sebelum,harap bersatu jadwal acara rakyat sejahtera dukung kesiapan berani tegas persiapan indonesia emas,positif,9,3,hesti_id9917
2024-10-13 20:27:32,sebelum,mahal kritik pesimis swasembada pangan pencitraan rakyat susah khawatir makan bergizi gratis elit,negatif,54,17,jokowati2549
2024-10-13 20:31:14,sebelum,gagah semangat tegas kursi kekuasaan apresiasi dukung laporan mantap titipan partai selamat lancar warisan,positif,29,5,budi884513
2024-10-13 20:34:26,sebelum,berani elit optimis sejarah baru gagah kedaulatan energi hormat wibawa realisasi program efisiensi anggaran solid,positif,18,3,andi_ind6174
2024-10-13 20:44:52,sebelum,sindir rakyat susah dokumentasi tolak korupsi buang buang uang batas usia basi janji manis kemunduran demokrasi demokrasi pesimis,negatif,75,16,raka775809
2024-10-13 20:46:30,sebelum,sejarah baru lancar wibawa gagah haru percaya patut ditiru sukses jadwal acara panitia,positif,51,11,zahrawati7244
2024-10-13 20:54:17,sebelum,gladi bersih mahal pengamanan omong kosong geladi solo dilantik kecewa,negatif,68,24,arif2024
2024-10-13 20:56:07,sebelum,dokumentasi panitia agenda undangan asing berlangsung disiarkan gladi bersih,netral,64,11,harianupdate
2024-10-13 20:58:16,sebelum,buang buang uang layanan kesehatan khawatir sumpah jabatan janji kampanye mahal program unggulan realisasi program elit kritik,negatif,20,8,tari884372
2024-10-13 20:59:07,sebelum,kerja nyata sukses warisan wibawa semangat gagah sepuluh tahun megah transisi,positif,10,2,intan3505
2024-10-13 21:00:30,sebelum,putusan kecewa berat mahkamah konstitusi kemunduran demokrasi janji manis etika politik khawatir asal bapak senang,negatif,278,66,gilangnesia
2024-10-13 21:00:46,sebelum,harap legowo bersatu etika politik percaya oligarki bangga mantap megah,positif,9,1,umar
2024-10-13 21:01:14,sebelum,salut mahkamah konstitusi percaya batas usia kerja nyata dinasti politik etika politik haru,positif,6,1,maya77
2024-10-13 21:07:51,sebelum,laporan tamu negara keterangan menurut perwakilan rupiah data bilateral kepala negara,netral,7,1,lukmanxyz7089
2024-10-13 21:16:20,sebelum,rute prosesi mpr percaya gagah rakyat sejahtera legowo gladi bersih pasukan pengamanan mantap apresiasi selamat,positif,6,2,oki20243073
2024-10-13 21:19:17,sebelum,pesimis mahal etika politik dinasti politik cawe cawe nepotisme ragu khawatir tolak,negatif,24,9,tari2024
2024-10-13 21:19:35,sebelum,ragu boros persiapan geladi gagal sindir pengamanan biaya negara rute rakyat susah susah,negatif,2,1,oki8821
2024-10-13 21:19:47,sebelum,kecewa berat boros program unggulan janji kampanye muak hilirisasi jadwal acara asal bapak senang bohong susah,negatif,131,29,kabarterkini
2024-10-13 21:20:52,sebelum,haru bersatu gladi bersih legowo solid pengamanan sejarah baru mpr amanah sukses,positif,27,7,putri_real
2024-10-13 21:20:58,sebelum,muak boros omong kosong jadwal acara bohong geladi asal bapak senang kecewa berat,negatif,18,5,budi_ind6762
2024-10-13 21:21:55,sebelum,hilirisasi program unggulan makan bergizi gratis tercatat dilantik disiarkan realisasi program susunan acara menurut resmi dijadwalkan,netral,435,104,mediaid
2024-10-13 21:24:10,sebelum,susah batas usia tolak janji manis etika politik mahal omong kosong pesimis,negatif,74,20,tari_id3794
2024-10-13 21:26:32,sebelum,estafet kepemimpinan purna tugas rakyat susah protes kritik janji kampanye muak,negatif,9,2,tari775639
2024-10-13 21:28:01,sebelum,undangan agenda titipan partai tercatat data dokumentasi kursi kekuasaan reshuffle kabinet gemuk,netral,9,1,indraputra6705
2024-10-13 21:29:45,sebelum,etika politik dokumentasi kemunduran demokrasi warisan laporan konferensi pers,netral,0,2,fitri20246102
2024-10-13 21:31:14,sebelum,kabinet merah putih reshuffle haru wibawa apresiasi harap koalisi hormat gladi bersih gagah,positif,4,2,bagas77
2024-10-13 21:38:47,sebelum,selamat wibawa semangat legowo rute rakyat sejahtera megah bangga percaya protokol,positif,15,3,raka_ind
2024-10-13 21:43:48,sebelum,protokol korupsi dilantik resmi kesiapan periode dijadwalkan agenda,netral,11,2,jurnalid
2024-10-13 21:50:36,sebelum,haru sepuluh tahun rakyat sejahtera lancar damai salut pendahulu doa jokowi tegas solid,positif,97,25,bagas_jkt6552
2024-10-13 22:02:55,sebelum,pamit damai kerja nyata semangat laporan pendahulu indonesia emas bersatu warisan dukung doa jokowi optimis,positif,13,2,rakawati2092
2024-10-13 22:03:54,sebelum,elit batas usia muak putusan rakyat susah kepala negara kemunduran demokrasi doa asal bapak senang korupsi sindir buang buang uang,negatif,94,18,jurnalid
2024-10-13 22:10:19,sebelum,kerja nyata defisit mpr protokol rekayasa lalu lintas bersatu dukung undangan,positif,49,9,jurnalupdate
2024-10-13 22:16:41,sebelum,dinasti politik bohong kemunduran demokrasi batas usia janji manis khawatir sindir jokowi,negatif,63,23,jokonesia9618
2024-10-13 22:24:53,sebelum,protokol kesiapan sejarah baru senayan asal bapak senang rakyat susah omong kosong kecewa warisan kecewa berat kritik jadwal acara,negatif,30,12,galih1990
2024-10-13 22:30:13,sebelum,apresiasi hormat optimis pendahulu semangat akhir jabatan sejarah baru damai solid,positif,4,1,lukman8902
2024-10-13 22:31:07,sebelum,sukses mahkamah konstitusi legowo sejarah baru batas usia percaya patut ditiru putusan tegas amanah,positif,3,2,raka_id2591
2024-10-13 22:46:23,sebelum,kecewa berat dinasti politik elit gagal kritik kemunduran demokrasi tidak becus khawatir etika politik bohong,negatif,51,11,intan2159
2024-10-13 22:49:41,sebelum,nepotisme etika politik menyampaikan kemunduran demokrasi dilantik tercatat,netral,16,6,hesti247616
2024-10-13 22:50:38,sebelum,wakil menteri hormat susunan menteri lancar amanah,positif,4,1,umar_ind7455
2024-10-13 22:51:52,sebelum,gladi bersih sukses patut ditiru senayan harap percaya,positif,3,2,nanda_real
2024-10-13 23:02:15,sebelum,akhir jabatan protokol kenegaraan kecewa berat transisi kecewa muak protes bohong boros elit pendahulu tolak,negatif,26,9,tari_real
2024-10-13 23:10:13,sebelum,makan bergizi gratis hormat rakyat sejahtera khidmat damai serah terima penyematan,positif,4,2,arifwati9602
2024-10-13 23:51:32,sebelum,optimis sepuluh tahun bersatu dukung semangat gagah akhir jabatan megah mantap solo,positif,78,14,fitri20246102
2024-10-14 00:11:31,sebelum,akhir jabatan solo patut ditiru doa solid transisi rakyat sejahtera pamit selamat berani salut,positif,34,6,yuda778185
2024-10-14 01:53:01,sebelum,basi tidak becus mahal rakyat susah dinasti politik buang buang uang etika politik khawatir elit,negatif,4,2,vina19906801
